,video_id,video_diggcount,video_sharecount,video_commentcount,video_playcount
8778,7342308561386474795,4600000.0,67400.0,16800.0,20000000.0
8779,7342674709265272094,3400000.0,54200.0,12000.0,17900000.0
8784,7342502047746428193,2300000.0,22200.0,33000.0,19900000.0
8793,7342708248409066798,2000000.0,53700.0,12700.0,13300000.0
8809,7326947285705755946,5000000.0,114300.0,30000.0,26200000.0
8828,7342078437001153835,3400000.0,56200.0,11000.0,24900000.0
8830,7342479248122203425,2100000.0,12800.0,6806.0,18000000.0
8831,7343017881824775466,1300000.0,462.0,1277.0,15900000.0
8839,7342533121973275906,827200.0,9319.0,11700.0,14700000.0
8849,7342362830324108575,2900000.0,79400.0,6721.0,14100000.0
8934,7338277845266926890,4000000.0,2437.0,22200.0,14800000.0
8936,7342584354205355310,1400000.0,17100.0,8152.0,15500000.0
8968,7342607668495928608,2800000.0,26800.0,20600.0,20100000.0
8990,7342372950781316359,2800000.0,7993.0,5156.0,13900000.0
9000,7342317274050661675,2200000.0,64800.0,15700.0,19400000.0
9014,7337508533778369834,752800.0,5212.0,2734.0,9400000.0
9021,7342979223050652974,1700000.0,9940.0,8059.0,13400000.0
9041,7343001838003768618,4000000.0,19300.0,26900.0,22900000.0
9055,7341863012933864737,14700000.0,59900.0,48100.0,86000000.0
9082,7337546322247011626,1700000.0,81700.0,11400.0,10800000.0
9119,7341390711725591850,3100000.0,113400.0,43600.0,35700000.0
9152,7341543091955846432,961400.0,48100.0,8721.0,13400000.0
9168,7341330174534831392,5700000.0,39600.0,27700.0,29400000.0
9170,7342452977535421717,3800000.0,35400.0,22300.0,20500000.0
9174,7342687091991612718,3000000.0,29600.0,20100.0,12500000.0
9192,7331459879019744555,1200000.0,4841.0,4198.0,10700000.0
9200,7342652049839934752,3800000.0,9505.0,4778.0,18400000.0
9202,7342714284398349610,1600000.0,22200.0,6905.0,10300000.0
9205,7341858780176452906,6100000.0,94400.0,22900.0,31500000.0
9247,7342030110574365994,825600.0,3090.0,6770.0,9900000.0
9250,7338634695946554670,657600.0,30800.0,15400.0,10300000.0
9291,7340885355144449310,1500000.0,9409.0,13100.0,12400000.0
9334,7332924378725862689,2700000.0,23000.0,18300.0,14500000.0
9362,7341815800753442094,2200000.0,5273.0,5510.0,27600000.0
9372,7341916101011901742,2500000.0,22400.0,5167.0,12800000.0
9381,7333713822710025504,3100000.0,73000.0,10500.0,18800000.0
9383,7341544333989956906,1700000.0,138500.0,22900.0,15700000.0
9412,7342449106838621482,3100000.0,32200.0,21000.0,22100000.0
9440,7342215198520003886,2300000.0,7611.0,9702.0,10700000.0
9446,7337533408320441643,2100000.0,22800.0,9262.0,9900000.0
9536,7342036192017288491,2700000.0,52800.0,16100.0,34300000.0
9578,7338616818992467230,2900000.0,166100.0,272000.0,10200000.0
9584,7341946481466854702,8400000.0,180900.0,24500.0,52400000.0
9609,6958280269531057413,1100000.0,24700.0,35700.0,12200000.0
9698,7342222224876653855,6700000.0,79400.0,38400.0,40600000.0
9707,7331632035804564779,4700000.0,275800.0,494000.0,18100000.0
9712,7338803609519328558,3600000.0,74500.0,20800.0,15900000.0
9759,7342212100216900910,1800000.0,12100.0,6014.0,12800000.0
9767,7318866397839281440,1300000.0,52200.0,6635.0,17200000.0
9788,7334125222024514858,1800000.0,2127.0,3837.0,24200000.0
9813,7340719949876350251,1900000.0,14600.0,9630.0,13200000.0
9815,7341487358040083758,1900000.0,69900.0,8923.0,10400000.0
9826,7341912700798258462,3100000.0,6082.0,3577.0,20400000.0
9882,7340757670212685062,1500000.0,53000.0,10900.0,12200000.0
9958,7335854980982672686,946200.0,1141.0,2455.0,11000000.0
9961,7341760528781528325,1100000.0,6039.0,12400.0,12600000.0
9979,7338485299976162592,3000000.0,19100.0,10200.0,14300000.0
10079,7341314077895003434,1600000.0,2417.0,3796.0,17100000.0
10113,7341917008151317791,2400000.0,120500.0,17100.0,14700000.0
10181,7341806161693281569,860600.0,20400.0,3477.0,12300000.0
10186,7338513940584074542,1500000.0,13300.0,5741.0,9600000.0
10194,7341457344292752686,1700000.0,38200.0,14400.0,15800000.0
10208,7341549503633247530,5500000.0,100200.0,53200.0,29700000.0
10215,7341547889061072134,4400000.0,68300.0,72000.0,31100000.0
10219,7339185836023450923,2600000.0,138900.0,17600.0,23100000.0
10243,7341876781068143915,3700000.0,24900.0,9104.0,27400000.0
10257,7335541841703619872,3900000.0,65300.0,8423.0,33500000.0
10260,7340425055047896352,2000000.0,53000.0,12900.0,12900000.0
10265,7341545643279715630,4800000.0,114800.0,25500.0,24700000.0
10291,7341503846163746091,1500000.0,24300.0,5599.0,14100000.0
10293,7341520084189449518,2800000.0,23900.0,7333.0,14800000.0
10296,7341021901332040993,4200000.0,34600.0,22200.0,23900000.0
10348,7338979594801794309,820100.0,2368.0,3543.0,17500000.0
10393,7341873540725034273,748700.0,2034.0,14100.0,29400000.0
10427,7338277845266926890,4000000.0,2457.0,22300.0,14900000.0
10444,7341442997579517189,2200000.0,42800.0,14100.0,9600000.0
10456,7341899983278443809,2000000.0,15000.0,57600.0,27300000.0
10482,7341732028221574433,1200000.0,514.0,874.0,10600000.0
10509,7339331053225594155,1500000.0,2001.0,3147.0,32100000.0
10623,7340999224890428718,738200.0,13000.0,5904.0,17400000.0
10652,7341098092097195307,852200.0,1215.0,2432.0,11400000.0
10656,7337500233632402731,1600000.0,8451.0,8822.0,9400000.0
10661,7338580154559647018,842500.0,44800.0,2480.0,14200000.0
10697,7339573122821000453,2100000.0,8184.0,23400.0,17300000.0
10705,7313253717824785707,1300000.0,14300.0,14400.0,13900000.0
10716,7325160950976515370,1000000.0,2846.0,6466.0,11300000.0
10729,7340096196318481670,2400000.0,8570.0,12700.0,10100000.0
10760,7341067855716289825,1300000.0,1004.0,6083.0,32600000.0
10774,7331565050198543659,1300000.0,2478.0,2315.0,11400000.0
10791,7339665501485911342,2300000.0,39200.0,14000.0,18600000.0
10794,7340857656497753349,2500000.0,24900.0,32700.0,10600000.0
10818,7341179625290075398,2000000.0,37100.0,5609.0,10700000.0
10863,7325181429481032991,1200000.0,501.0,1269.0,9500000.0
10871,7324926842660556074,1500000.0,25400.0,1680.0,11000000.0
10884,7341465626252234026,2100000.0,18000.0,4670.0,13700000.0
10895,7339976499644140843,2600000.0,25700.0,52600.0,15300000.0
10908,7340170524988853512,3400000.0,51100.0,10900.0,24800000.0
10924,7341012240440642858,2000000.0,30600.0,33000.0,22700000.0
10930,7341254626315947307,2600000.0,12500.0,5088.0,18500000.0
10937,7339937331039767841,1200000.0,8228.0,2723.0,10400000.0
10938,7341329191670992160,2000000.0,55500.0,17500.0,17300000.0
10965,7341084754680319274,3000000.0,36000.0,10800.0,12200000.0
10998,7341344211758763269,2600000.0,83400.0,24100.0,25000000.0
11001,7341515345741565190,1600000.0,8928.0,5426.0,12300000.0
11006,7310440932720086315,5500000.0,250200.0,53000.0,34300000.0
11055,7341461414218943750,937500.0,24300.0,25800.0,9900000.0
11072,7341440113248881926,1300000.0,25600.0,3708.0,10500000.0
11073,7340801830764563744,3100000.0,31000.0,30100.0,19500000.0
11077,7341752052172852523,1400000.0,14200.0,13400.0,18300000.0
11084,7340688686008306951,4400000.0,24700.0,12700.0,27100000.0
11093,7341128931975630113,2900000.0,28500.0,15700.0,19900000.0
11095,7338845571257601312,1100000.0,678.0,1986.0,10300000.0
11112,7340933973473889579,3300000.0,15300.0,15400.0,20400000.0
11115,7341528530838162734,4000000.0,86300.0,10300.0,18900000.0
11153,7341287201201835269,1300000.0,900.0,2991.0,13200000.0
11162,7341342345234894113,2700000.0,32200.0,10600.0,20100000.0
11192,7335849694536518918,2100000.0,111500.0,12800.0,22900000.0
11229,7341475239148211498,2400000.0,36100.0,8124.0,12600000.0
11238,7341274575193378090,2000000.0,19900.0,2481.0,15200000.0
11246,7341080338803821866,2400000.0,7339.0,11800.0,14100000.0
11254,7341100174393085226,2400000.0,59700.0,36600.0,15400000.0
11286,7341319217213410606,2400000.0,4078.0,3791.0,13900000.0
11288,7341572454499831070,1800000.0,11600.0,8987.0,18300000.0
11297,7340825123039104299,1400000.0,3605.0,4065.0,10600000.0
11299,7329963949217139974,2800000.0,133000.0,46100.0,78400000.0
11300,7341575745204129070,2200000.0,64400.0,23300.0,19800000.0
11331,7340850724634397995,2900000.0,5729.0,5056.0,17500000.0
11408,7325232564233424161,2800000.0,6722.0,4886.0,18200000.0
11415,7340459586312260907,657000.0,2543.0,2991.0,37600000.0
11416,7331115209408498949,2900000.0,20300.0,9506.0,88400000.0
11426,7339445566272802080,2700000.0,80200.0,19800.0,45300000.0
11428,7336408957629615406,984000.0,33700.0,7354.0,18700000.0
11435,7338463413888126241,658800.0,4940.0,707.0,9400000.0
11458,7341018229927726369,2500000.0,3524.0,6202.0,28500000.0
11464,7337750752363957546,900900.0,1034.0,690.0,9700000.0
11472,7335112597756218667,1100000.0,1395.0,649.0,31400000.0
11489,7341319740234665223,2700000.0,37400.0,29800.0,30700000.0
11515,7341220310802337066,783600.0,1369.0,1404.0,11800000.0
11524,7341459662585318698,669700.0,1622.0,1083.0,12200000.0
11526,7332031103852629280,770600.0,4309.0,3392.0,23400000.0
11533,7334769068186062113,1200000.0,2292.0,4595.0,47100000.0
11535,7321405402757745966,777300.0,10100.0,13900.0,12100000.0
11569,7339639008135367969,1200000.0,3288.0,1640.0,12600000.0
11634,7341500656395488544,1400000.0,7192.0,3498.0,11000000.0
11642,7341491893550763307,2300000.0,38700.0,18000.0,21100000.0
11646,7341498941852159264,6000000.0,36900.0,29900.0,77900000.0
11653,7341148138503294241,7000000.0,73000.0,30200.0,28800000.0
11657,7340764119550725408,5600000.0,818100.0,52200.0,97100000.0
11659,7336716155425508650,1100000.0,112000.0,9837.0,20800000.0
11715,7340852640307219754,2100000.0,11000.0,6356.0,34300000.0
11733,7341447687012683040,942900.0,966.0,6000.0,9800000.0
11735,7341496746863758625,1200000.0,11900.0,3970.0,13600000.0
11737,7341036872505855274,2600000.0,42100.0,6140.0,15200000.0
11810,7339522456551476486,11800000.0,154200.0,174300.0,94100000.0
11847,7339842788604792097,5000000.0,69200.0,31800.0,29400000.0
11887,7338143398609587489,1300000.0,22000.0,6127.0,11100000.0
11943,7334941014437874990,1900000.0,2942.0,1962.0,9600000.0
11993,7340776174177635617,2700000.0,50300.0,8549.0,16300000.0
12027,7323747337619180842,1900000.0,126400.0,25900.0,11500000.0
12088,7340780447493819679,2100000.0,5225.0,1458.0,13000000.0
12147,7340148315851410720,1600000.0,39900.0,6125.0,15600000.0
12168,7339691972225010975,2000000.0,15000.0,14600.0,10500000.0
12172,7338706784019926274,1600000.0,1784.0,2412.0,20600000.0
12191,7287808850835655941,2200000.0,212700.0,8893.0,22000000.0
12193,7311755990980906283,4000000.0,223100.0,18700.0,23200000.0
12196,7305393818419956999,1800000.0,67700.0,4414.0,11100000.0
12197,7321194343467961642,2700000.0,43100.0,10300.0,12500000.0
12215,7340251965156330785,1600000.0,34600.0,7883.0,10900000.0
12220,7309201527955115310,997800.0,18100.0,13000.0,16100000.0
12251,7340835370520759595,25000000.0,777100.0,311700.0,186200000.0
12262,7340759968083152171,1000000.0,349.0,2156.0,9600000.0
12278,7126810471990103297,7200000.0,161900.0,36700.0,123000000.0
12307,7340837909848706347,3100000.0,13500.0,5827.0,16900000.0
12330,7340784698752355627,1100000.0,4085.0,30800.0,11900000.0
12336,7339867224401857793,1900000.0,24000.0,5841.0,11000000.0
12354,7340883054086458667,2700000.0,6641.0,10100.0,16000000.0
12357,7340037852278852897,1100000.0,3813.0,11500.0,16900000.0
12375,7340435991565520170,3900000.0,50300.0,7032.0,31300000.0
12379,7331517410631257390,1300000.0,9167.0,3357.0,10300000.0
12384,7340731323801144622,4800000.0,132400.0,13300.0,30500000.0
12407,7340624590630047009,5500000.0,351400.0,28500.0,44900000.0
12464,7340725537855442222,1200000.0,1095.0,3094.0,17000000.0
12510,7340508299801988357,7500000.0,128600.0,67200.0,74800000.0
12535,7338069251141635374,630500.0,3127.0,9378.0,13300000.0
12599,7341051546924535086,710500.0,5942.0,46400.0,10600000.0
12660,7340452971035004203,5700000.0,104600.0,29000.0,37500000.0
12679,7340403119005666602,4400000.0,13800.0,13800.0,21400000.0
12695,7340519019725720874,3500000.0,20800.0,10600.0,27600000.0
12738,7341038231649013023,2400000.0,36100.0,7616.0,20700000.0
12750,7340856666172312875,2700000.0,8149.0,2847.0,19500000.0
12779,7340342396992900395,5400000.0,148500.0,21300.0,33200000.0
12792,7340400473633049889,6400000.0,254900.0,37400.0,49300000.0
12795,7340392835692154154,1200000.0,120100.0,16200.0,12100000.0
12819,7340441840774073630,3600000.0,69700.0,16100.0,19100000.0
12823,7340828738180893995,12900000.0,228200.0,86200.0,56800000.0
12841,7338814095384169760,1400000.0,13400.0,3747.0,10500000.0
12851,7340493999309933867,925800.0,5970.0,5222.0,15600000.0
12878,7339003344897297710,2700000.0,26900.0,13700.0,14100000.0
12881,7338532887161031969,1400000.0,135000.0,23600.0,15700000.0
12904,7340804749845007662,1800000.0,16100.0,21100.0,16700000.0
12905,7337047353645468959,1500000.0,62500.0,12300.0,19100000.0
12910,7339202730344418592,1300000.0,2168.0,2814.0,21900000.0
12915,7340516571766639918,5800000.0,46900.0,26500.0,38000000.0
12928,7340693319573310725,2100000.0,58400.0,7075.0,13400000.0
12933,7340508701092023584,4300000.0,65700.0,11100.0,27400000.0
12954,7340771232633195818,1000000.0,26400.0,22500.0,10500000.0
12985,7334776787819449606,5600000.0,11600.0,57400.0,29100000.0
13059,7340022866655726890,2800000.0,17900.0,7925.0,11400000.0
13063,7336190257219652907,2100000.0,37800.0,4302.0,9900000.0
13064,7340807571235736837,1100000.0,1989.0,2560.0,15400000.0
13075,7340810572017470766,1600000.0,6476.0,19800.0,14000000.0
13082,7338469513718975787,2500000.0,4574.0,3548.0,20500000.0
13157,7339718419152964907,1700000.0,18000.0,18700.0,14300000.0
13174,7337667085163613445,2900000.0,10200.0,11500.0,24900000.0
13175,7331402048539217185,2500000.0,16300.0,6557.0,13900000.0
13180,7338626120914423086,4900000.0,7419.0,13900.0,66800000.0
13181,7337919372054318378,4200000.0,20100.0,17400.0,51900000.0
13184,7340514686896508202,706100.0,268.0,674.0,10100000.0
13198,7336488525564513569,1100000.0,1920.0,1929.0,11200000.0
13228,7340682619429850410,1000000.0,18100.0,20800.0,10400000.0
13229,7340729995813342497,2900000.0,4317.0,2670.0,13900000.0
13252,7340712740064922913,1600000.0,10000.0,4558.0,11100000.0
13269,7340345582134807841,1500000.0,4095.0,48900.0,15600000.0
13293,7330409084144979243,1900000.0,4625.0,6446.0,10100000.0
13296,7339562986589130026,851400.0,9982.0,4674.0,11900000.0
13368,7340678158188072238,8200000.0,90200.0,25400.0,63300000.0
13370,7336072173829836062,1500000.0,9669.0,13000.0,12800000.0
13407,7340451495470517535,1400000.0,6132.0,5036.0,9500000.0
13412,7340328994107067694,6000000.0,15400.0,12600.0,34700000.0
13444,7330377844016614698,1700000.0,10200.0,11800.0,14600000.0
13446,7326506629980015905,1500000.0,41000.0,5927.0,13700000.0
13449,7339090254332267818,1000000.0,3569.0,5966.0,19500000.0
13463,7338597910310898974,1700000.0,7109.0,13100.0,10000000.0
13466,7324962531330559237,1600000.0,139600.0,17100.0,30300000.0
13488,7340475439804075310,3200000.0,87100.0,19300.0,22500000.0
13492,7338033399262842158,786300.0,2921.0,3953.0,32700000.0
13524,7321309755174161697,2500000.0,93100.0,7130.0,14000000.0
13609,7339667511337618731,2300000.0,25300.0,7871.0,14700000.0
13616,7331053231314849056,1600000.0,3383.0,2352.0,19100000.0
13632,7323257676635409684,1600000.0,55800.0,31600.0,17800000.0
13634,7319453382505254150,4200000.0,140000.0,19600.0,57200000.0
13694,7340372530642963745,2700000.0,65100.0,20800.0,12100000.0
13696,7339975936991071534,1100000.0,9229.0,9176.0,14400000.0
13707,7340180756209126664,1100000.0,1299.0,4764.0,15900000.0
13708,7339621873120021791,2800000.0,17100.0,11500.0,14800000.0
13721,7340493829054778666,1900000.0,54200.0,40100.0,14000000.0
13733,7340612320411897134,1200000.0,11100.0,13100.0,10900000.0
13757,7340482280512638251,1500000.0,17100.0,9505.0,10700000.0
13762,7332151913791786286,1600000.0,33500.0,15700.0,11300000.0
13771,7340489516156734752,1800000.0,36400.0,11200.0,17100000.0
13776,7339686968357309701,1200000.0,34300.0,14000.0,18200000.0
13778,7339648847209057579,2800000.0,28300.0,9808.0,19400000.0
13782,7336832103079742753,1900000.0,34700.0,17300.0,18300000.0
13791,7340311480153165099,1100000.0,119000.0,9349.0,9500000.0
13792,7339727168991202590,2000000.0,25100.0,4463.0,12800000.0
13797,7340211253433912577,5300000.0,42200.0,20700.0,34800000.0
13799,7339946956824907040,2200000.0,36900.0,8393.0,10900000.0
13804,7340004360312655147,3200000.0,39100.0,19700.0,25700000.0
13815,7340085965995691269,2100000.0,3406.0,3129.0,11500000.0
13818,7337032123280313642,682900.0,612.0,637.0,14800000.0
13860,7339884884380372257,2600000.0,17800.0,15100.0,28800000.0
13865,7339833960438222126,12200000.0,91600.0,39900.0,88700000.0
13867,7339693830658182431,1400000.0,12400.0,30200.0,17400000.0
13872,7315424134354193697,1600000.0,2955.0,1674.0,11800000.0
13873,7323490651713129746,1100000.0,68100.0,5459.0,32800000.0
13876,7337927310445645098,3000000.0,124800.0,31700.0,51100000.0
13877,7339406908924890369,6500000.0,136500.0,22300.0,34500000.0
13881,7339772896648236334,2300000.0,15500.0,15800.0,19900000.0
13897,7340250093813042465,2200000.0,25600.0,15900.0,15900000.0
13914,7339693147636780330,3400000.0,230800.0,55500.0,41900000.0
13916,7339965896003177759,1500000.0,1060.0,1057.0,28900000.0
13925,7340095766318337323,1900000.0,76900.0,7047.0,13600000.0
13953,7340478630708907307,1600000.0,34800.0,13300.0,11000000.0
13979,7336569803601202464,1100000.0,2195.0,6327.0,12700000.0
13988,7339675343168523525,2700000.0,7851.0,19500.0,15700000.0
13994,7339765160451656965,1500000.0,1762.0,3852.0,13800000.0
13999,7339729253388258602,2600000.0,124200.0,26800.0,32000000.0
14042,7340099433171897606,3400000.0,23400.0,23100.0,24700000.0
14044,7340407652951854382,1700000.0,50600.0,19700.0,14100000.0
14050,7340402769729457454,2400000.0,20200.0,44800.0,18200000.0
14051,7335761618162208032,3900000.0,2931.0,6651.0,56800000.0
14063,7340385216885722414,2500000.0,22600.0,17600.0,20300000.0
14065,7339769296110898437,3400000.0,10600.0,7103.0,16300000.0
14067,7339269183902960928,2400000.0,5976.0,7942.0,36700000.0
14081,7340446540705647914,2600000.0,352100.0,111000.0,28300000.0
14084,7338887533369036038,5500000.0,37200.0,36400.0,22600000.0
14102,7340036076226039082,4200000.0,87300.0,10700.0,21700000.0
14110,7339470387538955562,698800.0,40300.0,22400.0,9900000.0
14128,7340009550700875040,863600.0,1043.0,5340.0,21800000.0
14141,7338207576821108011,1900000.0,6899.0,14600.0,12600000.0
14151,7336972372802571562,1500000.0,51500.0,4579.0,22200000.0
14219,7340372106892315946,1300000.0,1584.0,2590.0,19000000.0
14230,7339307630822788385,3900000.0,103800.0,21800.0,29200000.0
14234,7339549289720417568,3800000.0,40100.0,18100.0,19500000.0
14269,7339028729164827947,5900000.0,57500.0,94600.0,31200000.0
14271,7339028729164827947,5900000.0,57500.0,94600.0,31200000.0
14274,7339653763352956206,3600000.0,100100.0,16400.0,17700000.0
14279,7339622266969296171,2800000.0,1658.0,6507.0,15400000.0
14285,7339665482162687278,2800000.0,93600.0,5656.0,16000000.0
14286,7339311131472792875,3300000.0,3116.0,3922.0,25000000.0
14291,7322213798037687598,6100000.0,114100.0,177900.0,55900000.0
14294,7339188595246239008,2300000.0,155700.0,47300.0,10900000.0
14337,7319948894136339758,1300000.0,6020.0,1898.0,13400000.0
14396,7339707902954851630,3300000.0,25900.0,9438.0,14600000.0
14401,7336666282789555502,906500.0,65600.0,22500.0,12000000.0
14410,7339661069335498016,2200000.0,13300.0,5355.0,16200000.0
14464,7337108043143892267,3000000.0,5011.0,5733.0,18600000.0
14482,7339110361007787270,670100.0,6663.0,3348.0,12100000.0
14489,7338858798607633707,1700000.0,8759.0,2575.0,10400000.0
14515,7339782930572594475,917500.0,1022.0,2282.0,11000000.0
14528,7339682700699110699,4400000.0,77900.0,16000.0,23800000.0
14551,7339723452598865194,2800000.0,1349.0,7210.0,20900000.0
14562,7336082568976059690,646700.0,1305.0,9004.0,15300000.0
14597,7339929655442427178,630200.0,865.0,4781.0,19100000.0
14672,7339351078472928517,4700000.0,714000.0,71500.0,104700000.0
14692,7333692326386224427,4300000.0,109800.0,24500.0,40300000.0
14701,7337377926691786027,985900.0,39400.0,7970.0,11300000.0
14707,7340152680922254598,1100000.0,11200.0,10600.0,13900000.0
14746,7339632851790384427,944200.0,11200.0,5621.0,13000000.0
14762,7339214977091292422,812000.0,4264.0,2074.0,11900000.0
14769,7340302464995839238,1300000.0,29500.0,10800.0,9900000.0
14771,7340167502887996718,2400000.0,31800.0,15700.0,18500000.0
14773,7340083178125790507,4200000.0,135400.0,77000.0,24600000.0
14791,7337036241898163498,1200000.0,6926.0,28800.0,10400000.0
14822,7339928258353351978,1300000.0,8427.0,5374.0,9900000.0
14827,7337403837637987589,1300000.0,4990.0,5055.0,14300000.0
14840,7334422820937534752,676200.0,1659.0,8391.0,9400000.0
14853,7323337663086333190,905900.0,5465.0,24800.0,13700000.0
14879,7338522437241392426,622900.0,649.0,2641.0,9500000.0
14889,7337791499792387370,1800000.0,17600.0,7377.0,10000000.0
14915,7339594662002298154,2400000.0,12400.0,5061.0,12000000.0
14958,7340103202362215722,1300000.0,4024.0,790.0,11000000.0
15005,7339775479668477230,905100.0,8900.0,2135.0,17600000.0
15012,7332369600199347499,939400.0,18500.0,7914.0,11000000.0
15021,7335622421845724421,9600000.0,131900.0,59000.0,74200000.0
15031,7339731338314009899,5200000.0,40400.0,12200.0,23100000.0
15037,7339511013882055943,1100000.0,21100.0,11700.0,12800000.0
15050,7328401162862939434,4500000.0,57300.0,12200.0,34200000.0
15056,7339437253032234241,4800000.0,89300.0,9095.0,21400000.0
15060,7339594016226364678,2800000.0,75800.0,45700.0,16800000.0
15066,7337875509084261675,1900000.0,8232.0,7206.0,17400000.0
15075,7339524005071736110,1700000.0,50800.0,5638.0,10900000.0
15080,7338754782141680929,1100000.0,12100.0,10900.0,18900000.0
15095,7339905893628153121,2200000.0,12500.0,7651.0,17700000.0
15098,7340056622619790638,3100000.0,76800.0,13700.0,21900000.0
15102,7339573284847111429,2100000.0,19100.0,6299.0,9500000.0
15103,7339870827611000094,735700.0,9542.0,3766.0,11500000.0
15104,7339968659592465697,669600.0,7598.0,6250.0,15300000.0
15107,7339669741881150752,4900000.0,106400.0,16200.0,27700000.0
15110,7339774792972750088,4000000.0,28500.0,23400.0,17300000.0
15123,7340011494291131691,4600000.0,111800.0,49000.0,39300000.0
15126,7339586306323795232,5200000.0,276900.0,64200.0,42900000.0
15128,7339616299145923886,4400000.0,106800.0,44800.0,32300000.0
15134,7318887789049761066,1300000.0,13100.0,4797.0,12600000.0
15195,7333326640723922208,5600000.0,274100.0,95500.0,29500000.0
15212,7339685917759769899,2300000.0,2683.0,33900.0,40100000.0
15219,7338445921614581025,1700000.0,56800.0,16100.0,11500000.0
15225,7335921953628228907,653800.0,7873.0,5067.0,22000000.0
15230,7339799764789185824,4400000.0,153900.0,35400.0,30100000.0
15238,7339938595140111658,653300.0,1442.0,1738.0,13700000.0
15260,7339909789985557793,3000000.0,9689.0,17100.0,30300000.0
15261,7329207645749906694,957200.0,15000.0,3932.0,11500000.0
15307,7335535077935303978,871000.0,1086.0,2618.0,14800000.0
15317,7339980130187562282,1400000.0,5001.0,9491.0,18300000.0
15377,7340048101115235626,1700000.0,88700.0,33400.0,15800000.0
15381,7332948700869709098,1000000.0,9688.0,30300.0,14100000.0
15406,7339665501485911342,2300000.0,39300.0,14000.0,18600000.0
15432,7335921953628228907,654000.0,7876.0,5067.0,22000000.0
15436,7339741084316093739,1600000.0,17300.0,7522.0,9500000.0
15441,7319596095921769774,903500.0,10100.0,19600.0,10800000.0
15443,7339974590317284641,1700000.0,75400.0,13400.0,11300000.0
15530,7339255033025826094,5000000.0,147900.0,27400.0,52000000.0
15543,7330024754847550752,1300000.0,5494.0,4001.0,14200000.0
15550,7339544099361525035,3400000.0,13900.0,13300.0,33100000.0
15552,7329614632052591877,1600000.0,79400.0,6289.0,10800000.0
15567,7334517801287404846,874200.0,12200.0,7805.0,18800000.0
15585,7339633579002957099,766800.0,40600.0,8156.0,10000000.0
15607,7339484566186396933,782100.0,826.0,1370.0,10900000.0
15622,7339416065182584066,2700000.0,19700.0,8802.0,20200000.0
15649,7339675920799730987,1300000.0,6352.0,3146.0,9900000.0
15669,7335515112083688746,937900.0,11900.0,5394.0,12100000.0
15678,7338634695946554670,657800.0,30800.0,15400.0,10300000.0
15687,7333014304507088171,990100.0,3448.0,6906.0,12300000.0
15691,7337164780257430830,1000000.0,2870.0,7129.0,10300000.0
15700,7337465605106208043,1400000.0,99600.0,41400.0,27600000.0
15704,7333795272612384031,6100000.0,54700.0,17500.0,31400000.0
15709,7337387349883653378,1800000.0,35200.0,12100.0,21400000.0
15718,7322961317084663082,698300.0,6955.0,6421.0,20100000.0
15722,7315878397568191787,4100000.0,77500.0,20000.0,29600000.0
15731,7335885936724692266,12100000.0,113100.0,26700.0,66400000.0
15733,7331930122397797675,1200000.0,37800.0,8297.0,35800000.0
